,text,score,user,time
13,动态清零关键是基层执行，基层做不到位，有好的政策也是白搭。帝都大张旗鼓的全员核酸，可昨天我家周围3个免费核酸点下午1点半就关了，开车20公里在丰台做的，可想而知有多少人没做上，这数据能准吗？他们是想省钱，还是大白累了？费解。,3,炒股手艺人,Wed May 04 09:22:54 +0800 2022
14,上海数据都没有香港数据可信,0,可乐zealot,Wed May 04 09:09:17 +0800 2022
15,我们小区已经连续做了14天核酸了,0,地平线center,Wed May 04 09:47:19 +0800 2022
16,很多地方都封控2个多月了,1,牧青山2016,Wed May 04 08:35:35 +0800 2022
17,在别的地方看到还有阳不去隔离的，其他地方都是强制隔离吧,-2,风扯扯儿,Wed May 04 08:42:32 +0800 2022
18,这统计貌似可以人为控制 我想报告我楼层有3阳没上报,1,·littleg,Thu May 05 03:35:51 +0800 2022
19,解放军治标，中纪委治本！上海没有中纪委入驻，断不了根！,-2,努力改变世界,Wed May 04 11:56:59 +0800 2022
20,上海加油,0,无脑小憨蛙,Wed May 04 09:02:20 +0800 2022
21,太难了 北京从今天起cbd都变相停工了,-1,Islington_007,Wed May 04 08:50:45 +0800 2022
22,发自内心的盼着上海，快点好起来吧，全国所有的地方都好起来吧。,3,风过回廊123,Wed May 04 20:31:59 +0800 2022
23,社会面有一些不确定人群，政府未必能找到他们，所以绝对清零是非常困难的。尽快落实动态清零吧，尽快恢复经济活动，才是正确的防疫路线。,-2.5,大糊小狐,Wed May 04 20:15:45 +0800 2022
24,强行躺平造成的恶果,-2,这里是啊呀,Wed May 04 19:01:45 +0800 2022
25,数据可信度高吗？,1,丫宝宝吃吧,Wed May 04 18:48:20 +0800 2022
26,怎么还是很多阳历，凌晨通知学生不去学校，全封城全员核酸。,2,在激活码肚皮上狂欢,Wed May 04 15:55:47 +0800 2022
27,部分有阳小区核酸还是自愿检测，简直是个笑话,2,小索linda,Wed May 04 08:59:39 +0800 2022
28,大的工作单位（场所），要实行物理硬分区，每个分区的员工不超过20人。,4,鸿毛划雪泥,Wed May 04 08:26:54 +0800 2022
29,很多地方好久没有检测了，不检就没有，这个地方五月份社会面清不了零,-4,深圳-那些事,Wed May 04 19:42:09 +0800 2022
30,上海一个朋友说4月20多号后就没核酸了，发了一堆抗原自测工具，真是学得像啊，不检测就没新增了,-1,wind_25036,Wed May 04 08:21:27 +0800 2022
31,郑州又被上海害惨了，溢出到郑州高铁站，封城7天。,0,RJ老Q,Wed May 04 09:25:30 +0800 2022
32,搞来搞去，都在玩数字游戏！,-1,骆驼刺6504032529,Wed May 04 09:49:32 +0800 2022
33,我有一点比较好奇。上海的死亡人数为什么这么多？,0.0,不睡懒觉就会死1218,Wed May 04 23:10:32 +0800 2022
34,无锡江阴，辽宁营口又全域封了核酸，这个如何是个头？,1,李双双的老爸,Wed May 04 12:21:57 +0800 2022
35,希望快点儿好起来,2,Tiger戈,Wed May 04 09:02:52 +0800 2022
36,@HW前HR   关键是没有落实主题责任，看看处理的人就明白了。木有追责就没有责任!!!没有撤职查办，他们都敷衍了事。,0,李染山,Wed May 04 10:56:07 +0800 2022
37,希望尽快降低到千人以下,0,快乐青扬2010,Wed May 04 10:09:27 +0800 2022
38,爱丁堡对社会面清零的定义进行篡改了，按照篡改后定义执行，后果有点不妙！因为目前还有不少外溢的阳性患者是从爱丁堡社会面清零的区域跑出来的。,1.5,wlmlds,Wed May 04 09:30:17 +0800 2022
39,某地凡是死了的都是有基础病的,1,山水7105,Wed May 04 08:26:35 +0800 2022
40,张文hong那几个美狗不清除，下次搞不好，还是会被他们搞破防,0,鸿观点,Wed May 04 08:11:56 +0800 2022
41,sh华山医院是反贼窝,1,鸿观点,Wed May 04 08:04:21 +0800 2022
