,text,score,user,time
25,上海快点好起来吧,1,葱明一辈子,Wed Apr 06 08:26:21 +0800 2022
26,上海加油！快点解封,0,依风起舞xixijmco,Wed Apr 06 08:24:54 +0800 2022
27,相信很快会好起来的,3,四月_不许人间相见白头,Wed Apr 06 08:20:13 +0800 2022
28,上海加油,0,瑞赵明,Wed Apr 06 08:13:57 +0800 2022
29,坚信，这是黎明前的黑暗，马上就能见到曙光了！中国人团结互帮互助，没什么战胜不了的困难！,0,迷惘的小羊M,Wed Apr 06 08:10:52 +0800 2022
30,曙光就在前方,0,Tim灬20,Wed Apr 06 07:59:10 +0800 2022
31,加油上海,0,蓝天白云逃之夭夭,Wed Apr 06 07:55:06 +0800 2022
32,,0,肿瘤医生孙宏新,Wed Apr 06 08:08:31 +0800 2022
33,转发微博,0,勇敢的心永向上,Wed Apr 06 08:03:16 +0800 2022
34,,0,御用飞刀,Wed Apr 06 08:00:02 +0800 2022
35,加油，好想回学校,2,莱莱莱yxkk,Wed Apr 06 08:32:57 +0800 2022
36,疫情快点过去吧 真的太影响生活了,0,露露旳小跟班,Wed Apr 06 08:35:24 +0800 2022
37,疫情快结束吧,1,世界上最幸运的人lucky,Wed Apr 06 08:30:44 +0800 2022
38,…………,0,yiieerrr,Wed Apr 06 08:28:04 +0800 2022
39,上海加油,0,素笺淡墨轻染,Wed Apr 06 08:21:07 +0800 2022
40,上海加油,0,Original3570,Wed Apr 06 08:12:40 +0800 2022
41,早日结束疫情吧都好好做好防护,1,打包时光,Wed Apr 06 08:11:45 +0800 2022
42,快点结束吧,0,Shinya0424,Wed Apr 06 08:02:51 +0800 2022
43,..........,0,队长给我烟,Wed Apr 06 07:55:54 +0800 2022
44,加油胜利就在前方,1,豆腐脑加肉,Wed Apr 06 08:03:11 +0800 2022
45,爱上海，会好的！,3,王瑢j,Wed Apr 06 08:01:27 +0800 2022
46,唉！还是快点好起来吧！,1,中华心潇湘情,Wed Apr 06 08:28:51 +0800 2022
47,耐心等待，一定会好的。,3,寻找空山,Wed Apr 06 08:22:47 +0800 2022
48,足不出户，期待早日恢复正常。,1,该上上,Wed Apr 06 09:10:33 +0800 2022
49,……,0,雾里失焦,Wed Apr 06 08:36:44 +0800 2022
50,……,0,我的科长不在啦,Wed Apr 06 08:22:16 +0800 2022
51,单日400万管的核酸检测能力，上海2500万人，还不含流动人口，从#上海4月3日全市进行抗原检测# #上海4月4日全市核酸检测# ，这两天的数字必定是高位的，过两天数字就下来了。也期待过几天还没来得及隔离的感染者，他们的居家抗原自测转阴，或者核酸转阴。,1.0,2017SPRING,Wed Apr 06 08:17:43 +0800 2022
52,我的个乖乖，希望快点好起来,2,爱至沉伤,Wed Apr 06 08:08:14 +0800 2022
53,,0,GuideLaBaby,Wed Apr 06 08:05:12 +0800 2022
54,尽早结束吧,0,地铁男2,Wed Apr 06 07:55:28 +0800 2022
