,text,score,user,time
73,既然新增人数减少了说明政策有效何必再层层加码越来越极端呢，处置老百姓隔离拉走的视频你看过吗,-4.0,白羊王子殿下,Mon May 09 08:45:39 +0800 2022
74,正本清源，源头在领头人，在官场，不对官场大力整顿，感觉要快速清零有点想当然了,0,wlmlds,Mon May 09 08:09:48 +0800 2022
75,应该按战时管理，收拾一批人了。不然即使这次控制住了，还会再犯。,1,RJ老Q,Mon May 09 08:06:16 +0800 2022
76,外省回来在各地检出阳性比例是疫情管控进展的金标准。,3,飘泊的异乡,Mon May 09 10:17:38 +0800 2022
77,全国这么多爆发过疫情的地方，只有某省幺蛾子这么多，真是长见识了,-2.0,lll-xa,Tue May 10 18:17:24 +0800 2022
78,现在感觉还是很混乱，一人得阳，全楼拉走。有些小区尝试解封，出去买个菜就阳了，社会面的清零还任重道远。,-4.5,Octobersky73,Mon May 09 08:36:54 +0800 2022
79,今天还这么多看来明天军令状完不成了,5.0,来我的小小窝窝,Mon May 09 08:15:12 +0800 2022
80,所有资本家都应该为动态清零捐款，可以安排专人到公司收款,1,时光星光上,Tue May 10 00:08:46 +0800 2022
81,骄！傲！自大！自负！其实就是驴屎！,-3,之源100,Mon May 09 20:29:31 +0800 2022
82,烂泥扶不上墙,0,鸣天雨飞扬,Mon May 09 14:28:18 +0800 2022
83,转发微博,0,金点子谭,Mon May 09 11:09:35 +0800 2022
84,//@持中道:我土生土长上海人，真心为自己家乡和国家好的人，不会在网络上去鼓吹什么共存。就像当时香港，真正为香港好的人，不会上街打砸烧一样！,3,千山风雪啸青锋,Mon May 09 11:07:54 +0800 2022
85,转发微博,0,千山风雪啸青锋,Mon May 09 11:06:47 +0800 2022
86,其实西方国家最初也不想躺平，也不是不想清零，只是无可奈何才选择了躺平。我就不明白那些慕洋犬怎么就那么喜欢跟着洋大人走。,0.0,周大福198603,Mon May 09 11:06:36 +0800 2022
87,上海，全社会 0，立马解封吗,1,wand馆,Mon May 09 11:00:45 +0800 2022
88,SHANGHAI伤不起。,0,华夏肯登攀,Mon May 09 10:47:25 +0800 2022
89,你先关两个月再来谈娇骄二气。你是身在上海亲眼看到娇骄了，还是道听途说？没有亲身经历就不要胡说八道。随便网上抄点数据就乱发评论，你去BCC，CNN好了。,0,邀月共饮不醉不狂不自赏,Mon May 09 10:14:20 +0800 2022
90,别说什么邪气，傲娇，封了快两个月了，你来你试试，政府这么烂的防疫别都怪到市民头上,0,SSJ亚光速,Mon May 09 10:03:57 +0800 2022
91,上海恨国党太多了，一个个阴阳怪气的人。,-1,欧洲的蚊子,Mon May 09 09:18:46 +0800 2022
92,都是瞎子摸象,1,用户ul0mzf46xr,Mon May 09 09:18:03 +0800 2022
93,上海都封了一个多月了，怎么还没清零？,0,偶尔来看侃,Mon May 09 09:13:35 +0800 2022
94,还是有点多，希望明天三千以下,1.5,快乐青扬2010,Mon May 09 09:12:24 +0800 2022
95,天天搞地域黑，病得不轻,-1,旅行世界从伊兹梅尔开始,Mon May 09 09:00:01 +0800 2022
96,社区隔离的还做不到上门检测,-3.0,sn是辣鸡,Mon May 09 08:58:20 +0800 2022
97,想起了上海某疾控专家的通话录音一开始就说新冠是流感！,1,乌云散去星满天,Mon May 09 08:54:03 +0800 2022
98,中央一直不处理上海的部分防疫不当官员，这不是助长了这股歪风吗,-1,锦标Echo,Mon May 09 08:51:53 +0800 2022
99,相当于负值，GDp又有何用,0,纳豆尔,Mon May 09 08:47:48 +0800 2022
100,咖啡市的政治生态需要重构，期待中央霹雳手段马谡们必须问责能者上庸者退否则治标不治本累坏了孙副总,3,amtfwfcb,Mon May 09 08:40:26 +0800 2022
101,有些人需要好好反省。,1.5,18大不大,Mon May 09 08:39:25 +0800 2022
102,无父无母在上海的人反对封控,-1,up9999,Mon May 09 08:31:10 +0800 2022
103,不喜欢看到地域黑的，看绝大多数的主流，上海市民哪有不想早起清零早日恢复正常生活的？,-2,水木天山,Mon May 09 08:28:54 +0800 2022
104,一边说着开不了工没钱吃饭，一边又对清零政策阳奉阴违，这就是上海人！！顺便说一句，还到处传播病毒，把我们浙江害惨了！！,-3,金颖币,Mon May 09 08:27:15 +0800 2022
105,动态清零是对的，不过企业个人资金流都差不多见底了，防控政策还有多少空间余地？,2,海蓝天风,Mon May 09 08:24:21 +0800 2022
106,娇骄两气严重 说的一点没有错,-3.5,幸运菲吧,Mon May 09 08:23:14 +0800 2022
107,几个月才死五百多有基础病的老人，真的比感冒还轻的病！国外不封城是有道理的，老外不傻！,2.0,傲然独行2002,Mon May 09 08:21:14 +0800 2022
108,上海人 呵呵,0,JeansX1975,Mon May 09 08:21:12 +0800 2022
